review,rating
The Boat Rockerz 400 is a Best one Of the From Boat Company if some one play pubg from pc and he dont hai mic orr we can connect our boat headphone to pc best one thank BOAT and Thank FlipkartREAD MORE,5
The sound quality is very good. But it's hard to wear it for to long as the ear pads are little bit hard compared to the other headphones. As the ear pads are made by some clothe like material the skin pealing off is not there..       But you guys should note one thing is that the neon color is really stylish and cool but it gets dirty really fast that the green color turn brownish black.So the black color one might be the best option as it would always clean..But it will not be as stylish a...READ MORE,4
awesome headphones 👍 you feel tha bass in your mind and got a fabulous time for enjoy and be like a legendaryREAD MORE,5
all things is working good with high bass and good sound quality and it's mic is very good to play pubg among it is the best headphone i useREAD MORE,5
"Voice quality is  average It is a bit tight over head, good for people with smaller head. The radial cushions aren't that soft. Good product as per the price range. Personally, recommend JBL wireless speaker. completely worth it.READ MORE",3
The Boat Rockerz 400 have awesome bass and superb balanced sound quality.Great Battery backup as it's been 7 days I am using without single charge (I had not used continuously for not more than 3 hours)and it shows 60% battery charge.My friends while listening also said it's great value for money with incredible sound quality.The most important part the Boat Rockerz 400 is it supports synced calling while you are on call or listening to song.I recommend to buy it.READ MORE,4
"Best headset for this price,  but one thing this product is not suitable for pubg or free fire by Bluetooth but perfect by using Aux cable got it.If u want to play pubg by Bluetooth better to buy headset price in between 3k - 4k and lot of pressure to ears even for 30 mins better to buy deep-in earphones.This is the honest review of boat headset 400😊READ MORE",5
"Hey fellas !, Giving this review after 1 year of usage my experience was good good sound great bass but the worst part is build quality the handle was broken after 7-8 months of usage so I suggest some other product with good build qualityREAD MORE",3
Clear sound with moderate trable  and bass. Noise cancellation is very effective and volume is high enough to make you feel the solitude in crowded areas. Battery back up is excellent charges quickly.Only demerit is the mic which is in the right ear piece. You will have to raise your voice to be able to speak.READ MORE,4
Nice product...value for money... bit uncomfortable for long time usage... Bluetooth sometimes doesn't work even with the phone in my pocket... decent battery backupOverall a nice product with scope for improvement!READ MORE,4
the product is good for daily usage ...i get about 8 hrs of playback time...but the range is sometimes poor....when the source is obstructed it automatically disconnects...but if source is properly maintained in distance it works perfectly...the build quality is good but the ear cups started coming of after 3 months...i had to tape it backREAD MORE,4
"It is an excellent product at a reasonable price. I witnessed Flipkart has improved its services at multiple levels and now competing well with other online sellers. Everything, including customer service to delivery time, has grown tremendously in the last few years. I recommend the product as well as Flipkart!READ MORE",4
"great bass, good treble, fair vocal tones.battery life is good, i get approx 3days when i use for 2-3 hrs each day during my gym.but not good microphone, but no other headphone in this price range works fine in that area. person on the other side of the phone cannot hear my voice clearly. i have to shout a lotREAD MORE",5
worth buying....🙂amazing sound quality😍😍with powerfulll bass...🔥🔥🔥audio quality is better with Bluetooth modeand it is much more better when connected with aux cable....one of the best in this price range... 👍READ MORE,5
best in class and Also worth for ur penny... And flipkart delivered me in four days which is awesome... charging takes jst 2 hre for full charging and If u keeps on hearing it may cause some ear problems.. as the headset fits perfectlyREAD MORE,5
"Every performance of this headphone is very good but some sound fluctuations during calls and the range is almost 10 meter from the connected source is very less according to this price ,but the sound quality is very good and bass also and we can enhance the performance of headphone by equalizer. There is a reason why bluetooth is fluctuating the sound because company worked more on bass performance ,battery is also good ,anyone can listen music  around 7 to 8 hours but i am not satisfied wit...READ MORE",4
product is so nice in this price range 999- which I paid but the packing was not good by Flipkart my both of box which was packed sill was broken.... delivery by ekart is goodREAD MORE,4
"Very nice product, comfortable, perfect price 999, there are somethings u should know that the Bluetooth version a bit old + the mic will not work while aux is plugged in so no issues with it but still a great pieceREAD MORE",5
"Sound & and bass quality is good in this price range this is good headphone. But flipkart service is not to good in Patna, so bad.READ MORE",5
"Good product..light weight , good sound, comfortable in ears , good battery backup 👌👌READ MORE",5
"these ar pretty good at sound and have a decent base, but the only problem is with these blue cushions which Ar less spongy, Yaa but u get used to it after 7 or 10 days. Bluetooth connectivity is also good,u can enjoy songs pretty well with these headset, I recommend to go for these at this price, I bought these for (1499).READ MORE",4
"Amazing sound quality at a reasonable price, however grip over ears is too tight and makes wearing uncomfortable. Rockerz 600 comes out as a better option at a slightly higher price.READ MORE",3
It's a really worth product and paisa wasolLook wise great and only grab at deal..it will make u more happy.hahaREAD MORE,5
I don't have photo of this headphone but I don't it's necessary.as long as I keep my review genuine after using this headphone for more then 2 months I experience some good things and some bad things pros+Man with that price the Bass is awesome in full volume music keep its tune and base boost up I don't need speaker or anything I am a introvert person so I hard rock and I am with myself this headphone make me dance battery with charge is another pros here with a single charge it last...READ MORE,3
"It's amazing ...Whoever is reading my review my advice will always be"" Hey! What are u waiting for just buy it."" Amazing bass, sound quality and stylish design. I am very much satisfied. Thanks boAt for making a stylish headphone.  LOVED IT😘😘😘READ MORE",5
"Very good headphones. Firstly going through build quality, it's some what OK. Even after 4 to 5 minutes ears starts painting. Cushion is good, but from the lower part of ear bud more pressure is applied. Plastic looks a bit cheap. Coming to sound quality, for this price it's really good. Bass is awesome, and has soft Tribble sound doesn't affect ur ears. Bluetooth connectivity is good and fast. And has 3.5mm cord if battery runs out. Overall good headphones at this price. I will recommend oth...READ MORE",4
"Well sound quality is quite good in this price segment;it depends on your phone as well, if you got Dolby Atoms then you'll have good quality bass ;for other user you have to install bass booster from play store and you'll hear the best of this beast!battery backup is good and if you're reading for hours this one is perfect choice for you!PS Wait for the sell and smart buy it for 999 to 1099READ MORE",4
this boat rockerz is a beast..the bass is great..highs and lows are also decent.. the overall sound quality is great..noise cancellation is pretty effective..mic is properly working while on call you just have to talk a little louder..the build quality is ok..overall this is a great budget headphoneREAD MORE,5
"Best audio output and useful for both wired and wireless,aux is good for gaming such as PUBG, good bass and battery backup, still working good after using it for weeksREAD MORE",5
very useful haedphones easy to pickup i bought in just only 999 rs very useful but one thing i have noticed that it is less comfortable hardly 45-50 mintue and after you feel pain in your earREAD MORE,5
best headphones in the world.  the bass is like wow!! excellent sound quality 😎😎😍😍. it was comfortable for me I don't feel any ache in my ear.......... best and comfortREAD MORE,5
"Light weight, good quality, nice sound, good bass everything is good but not as I aspectREAD MORE",5
"The bass is good enough at this price.I bought it for 999 and thanks to flipkart to deliver it in 2 days.It is adjustable.The mesh at the headpiece  is good as compared to leather.This doesn't cause pain for 2-3 hrs,but for long period usage it hurts.The battery backup is also good(min 6 hrs).READ MORE",5
awesome this product nice bass and looks very nice I am so happyREAD MORE,5
Excellent quality With good sound. Great build up body with a lovely feel of listening to music.READ MORE,5
"Great loud sound, buss is loud but not deep like Sony, good part is it's very light weight and fit very nicely on head, build quality is ok ok, ear cushions are soft but not made with good quality material,  wireless range is little low its cover 20 to 25 feet long distance,  noice cancellation is awesome, at this price point it's great wireless headphone.READ MORE",5
music wise it is great with great bass sound but....you cant talk using these over calls....the microphones is very bad...the other person on the phone will not be able to hear you at all.READ MORE,3
packing was fine good and spacious . now to the content ... quality of charging cable and aux cable is fine... quality of headphone is quite cheap (well what do you expect @999)... pnc was not upto the mark ..its quite light too (120gms.).. btc is 2.1 ... bass is good.. clarity is good... long story short .. its quite good ..READ MORE,3
Very good product wonderful i impressed by this product niceREAD MORE,5
"I got this for 999 in BBD sale and have been using this now for almost a year and this has never let me down. Greatest at this price range. It easily gives 6hrs battery backup on full charge (full charges within an hour or so) even after a year. It used to give backup upto 8hrs on continuous listening. But still, it's best at this price, Go for it.READ MORE",4
"mid range headphone with decent sound quality. bass is ok battery back up is decent i would say, look wise it's pretty decent .. worth of  buying. I feel it's bit tight to ears, since I feel little discomfort after using for long time. other than this it's ok to buy...READ MORE",4
"Well, i won't say this is the best bcz of bluetooth v2. 1 but better in terms of price range and will give good sound experience, battery is good enough with continuous use upto 4-5hrs, sound quality is awesome, good for indoor, connectivity issues in outdoor but overall very good productREAD MORE",4
the product is awesome and the packaging is very perfect and safe. Color is more attractive and the music and sound quality is awesome and I love the product 💕💕💕💕READ MORE,5
nice product and bass is  very  good and battery backup is awesome ..last four days i am using product from same day i have charge that still battery is 40%great product Thanks to FipkartREAD MORE,5
"Works fine, good sound quality, lightweight.initially a bit tight for ears.Doesn't work well if I try to connect with a nearby device through Bluetooth in front of a Wi-fi router (due to signal interference), the sound breaks in between. If there is a router nearby, use the provided Aux cable instead of Bluetooth.READ MORE",4
"One of the best product in this price range. Good sound quality and even better bass. And the fact that you can use it with the aux if you are low on battery is really great. The only con is that on wearing it for long hours, it doesn't feel comfortable not because of the sound but the reason is it's retracting shape.READ MORE",3
"Awesome product. I'm a guy who spends so many hours trying to find the best product, and I ended up on this, so according to me this is the best. Also, being wireless is a great advantage, I realized this after I used it. It's a great convenience. Plus, the range is quite good so I can keep my phone in a corner of my house and can move around the house, it begins to crackle a bit at around 5 metres. Plus, apart from being wireless, we can also use it with an aux cable(included in the box)...READ MORE",5
everything is good but when you're connected with Bluetooth and talk to somebody in call the voice is properly not audible to other person.. otherwise music sound bass battery 5star..READ MORE,4
"I m happy with the product, worth the price, n I recommend others too.. It firmly sits in one place n datswhy it can be helpful while yoga n workout too.. Light weight n gud sound quality n proper noise cancellation. Comes in amazing packaging.READ MORE",5
"Headphone is very nice previously I was using JBL's and this is better than that. Mic is not working, it hardly works 2 out of 10 times properly and everything else is good. Bass is too good. Grip of the earcup is good. Good design. Good for music lovers and its voice can be felt good at low to medium volumeREAD MORE",4
Nice n decent quality according to sound n build and comfortable wise. Good product in this price range. i had purchased with offer. one can go for this.READ MORE,5
"i like this product( boat rockers  400) of boat rockers more than that of boat rockers 255. Yeah it's little big to wear outside, but why care about some strangers looking at you. It has more battery life( 8hrs compared 6 hrs of BR 255 ) and sound bass.                                                  The most highlighting difference between BR 400 & BR 255 is, BR 400 can be connected to audio jack cable with phone and use it as a normal headset, while the other one can't. You simply need to ...READ MORE",5
Pros-1. Very good battery backup          2.Good looking design of pure black           3. High bass           4. Enough sound quality          5. Flipkart delivery is awesome  Cons- 1.Call quality not good            2. Bluetooth range is around 15 feetREAD MORE,4
benefits of buying this product are1.you'll  get good sound quality2.you'll get bass3.Good design.overall i can say this is the worth product in this price so don't be late buy it right now.this product will never disappoint you.READ MORE,5
"I am satisfied with this purchase. I  made up my mind to buy it after testing it personally and taking feedback from two of my collegues. Sound quality and bass is commendable at the price Rs999 I bought it for. The connectivity range of Bluetooth with the headphones as per my test was about 8m and beyond it you begin to feel the distortions. The two draw backs I found in my headphones were  1. Pads could be softer ; 2. Slight scratchy sound are heard while speaking to someone, though the mo...READ MORE",4
Nice quality controlled bass good product loved it nice sound quality fastest delivery  2 day delivery fastest delivery in my experience.....READ MORE,5
Amazing bass...... 👍Built quality is low as it causes a lot of pain to your ears if u wear it for too long.... 👎Bluetooth connectivity is really fast sound quality is greatMic is a big issue as it's not audible for the hearing person and you need to play PUBG  with this mic which doesn't support 👎READ MORE,5
Cool product.. . Mind blowing battery power....But being on ear I feel a little bit pain in the ears after using for 40 to 45 minutes...overall good product and nice built quality with proper Bluetooth connectivity 👍👍👍👍👍👍 it has a very nice bass good for bass lovers ....READ MORE,4
BoAt is great sound quality. Flipkart very verry good product. I Love flipkart time is good deliveryREAD MORE,5
sound looks so nice and clarity as well and bass Is also goodREAD MORE,4
I am totally satisfied with this priduct Nice design bass is very good battery backup is good overall good package from boat only one drawback belt    for long use hard on ears otherwise Nice boat products very goodREAD MORE,5
the most enjoyable product from Flipkart ever. very good speaker. must buy. good sound quality and superrrrrrrrrr bass. worth every penny.super duper cool headphone.READ MORE,5
superb quality... best sound quality.. voice is clear.  look wise very good product and extra powerfull bass..... you can feel the vibrations in the soundREAD MORE,5
nice product one can go for this.. it's perfect sound is good with good bass and battery back up is also goodREAD MORE,4
superb go for it don't think for a  minute go for it wonderful product and good delivery boy fast deliveryREAD MORE,5
average product....would recommend you to go to the other boat product which is i guess 200 more priced than this one...the worst part of this one is its range.. the audio starts distorting if ur device is at a distance of 1.2 to 1.5 m far away frm the headset.. the best part is battery backup..9 to 10 hour easy...this is the best backup u can get in a bluetooth device.I'm writing this review after using the product fr around a month...so its an honest review and u can trust it..🤘READ MORE,3
the headphone is superb sound quality also superb look like amazingi used it almost 1monthbut there is one big problem the headphone fitting is not good it's very tite in the ear if you use it long time it's very painful you can't use it more than 20-30 min over all i gave 45READ MORE,4
Sound quality is good as per price point of view. Foldable design is very helpful for storage purpose and has good enough build quality. Best part of it is it have amazing battery backup.Only thing i am not satisfied is Bluetooth version is quite old which sometimes take few seconds to connect other wise i am very satisfied and happy with product.READ MORE,4
it's a nice earphone sound is good battery is good looking is good design is goodREAD MORE,5
"These are really good  for headphones in this price range. The build is really solid, although they are a little tight and also cause a little pain after wearing for a long time..  The battery life is also good as it comes with a 300mAh battery.  The bass is much more better when used with aux cable Sound quality has not been compromised though.  Color is awesome as wellREAD MORE",5
best head set ever see easy to use easy to charge and of good quality productREAD MORE,5
super at this price point nice build quality and good bass and clear sound very light weight  comfortable definitely very good product with 1 year warrantyREAD MORE,5
"it's a very decent product.Till now I've faced no issue with this.The eye catching feature I found is its two way of connecting with the device.It can be connected through bluetooth as well as with the aux cable as provided inside the box.So,when the headphone gets out of charge,it remains usable with that aux cable with proper functioning.READ MORE",5
"The headphone comes with good sound surround with great bass, won't regret to have this .. battery is long last even more than u expected .. it is comfortable to wear( but i'm not recommended for guys with big head-it will be tight and pain to wear ) as the headphone is small in size especially made for youngs, mic is little bad when you use via Bluetooth , it sounds like radio sometimes but you can listen everything without missing a single word and is well ok while using with wired cable , ...READ MORE",5
"value for money. it's not good as we think the connectivity of this headphone is not good if the Bluetooth version is higher then it will be good some unnecessary noice is there while playing anything, battery life is good, look is good..bought in 999rs but not satisfied bcz it's too tight n u can't put it on ur ear more than 1 hr... calling problem is there u can't talk on call properly by using this headphone...if u wanna buy please increase ur price and buy other headphone...i replaced my ...READ MORE",3
excellent product with good bass and power backupit works around 8 hours once we charged iti bought it for 1199for this price boat gives us awesome qualityREAD MORE,1
Bass is not good 400 rs earphones better than this .head phone battery backup is good another advantage bluetooth senhiser perform better quality more than 5 timesREAD MORE,2
I am here by using the product for three months. I have a good experience  with this product. Sound is excellent. It takes no time to connect with bluetooth. Design is also very cool. Good Battery Backup. You can enjoy 8 hours of music by charging only 2 hours. Only Cons is that sometimes music  stuck for 2-3 seconds which also happens in 1 out of 15 times. You cant expect anything better in this price.If you are a travell freak and loves to listen music here is your product.READ MORE,5
1) Sound Quality is good2) Bass is Excellent (u can enjoy dolby atmos sound feeling just like theatre)3) Design is good but after 10-15 mins u might feel tight on ears4) Battery Backup is quite good actually.READ MORE,4
I got a defective piece but the Flipkart services were  supportive enough to  replace of my product with other good pieces.....now nice sound quality Bluetooth connectivity are good. I bought it for 999-  and it's amazing to get this in such a budget.READ MORE,4
"Bass is really good. Sound cancellation works perfectly but it is not a the peak, but perfect according to it's price. The battery backup is just awesome. I really liked the headphonesREAD MORE",4
"such a good product, with that affordable price it's v v good... specially the sound is very good & it's very cool & superb structure...the bass is too good...& with battery with 6-7 hours battery life is 😍👌👌..simply rating 45👍READ MORE",5
after 2 weeks of use I would say that the battery backup is pretty good lasts uptown 6 hrs and bass is extremely good and when coming to bluetooth I am not able to pause the songs when connected to my lap using the button in the headset. Other than that I would rate the headphones 8.5 of 10READ MORE,5
This headphone is good with bluetooth but when we plug oax than sound cant create properly and oax shokit also not pluged properly n rest all things are goodREAD MORE,5
"Wonderful headphone. Great bass, clear sound awesome sound than other headphones. Great quality. Must buy.....READ MORE",4
Design should be more good. They should really work on the design. Overall a good quality headphone. The price is also quite good as compared to other headphones. Liked the product except the designREAD MORE,4
"i am going to divide this review in two parts.. pros and cons...pros1. sound and bass is amazing. you won't be disappointed. promise 🤙2. battery backup is also on point. as promised by company, it does run for 7-8 hours. no problem with that. kudos to boat👍3. lightweight design4. looks really cool when you wear it in public or travelling. cons1. it does get uncomfortable after some time though. 2. if you are person wearing spectacles, the region behind your ears will get hurt ini...READ MORE",4
Headphone is amazing has good build quality and design but one thing I noticed as soon as I started using it that it's sound compared to jbl headphone is poor it is good but sound of jbl headphone are much better than this one..jbl headphone has very clear and amazing sound quality. Way better than this one.READ MORE,4
the boat rockerz 400 is one of the best headphones u would get for this price in the pictures it might look like a product of cheap material but it is made up of high quality material ...... it is extreamely light and portable and ofcourse the sound quality and the bass is just simply the best overall it's a great product.....READ MORE,5
spectacular amazing sound and the battery back up is wull never ditch in while watching movies it shows a signal in your phone an hour before draining superb headphone got it for 999 i luv to recommend the readers this one go giv it a tryREAD MORE,5
the headset is just amazing the sound quality is awesome and the it compatible and it's very handy  I recommend it to all my friends and customers who are a lover of music like me. I love it. Thank you so much Flipcart😍😍😍😊😊😚😚READ MORE,5
"Good product from boat. Little bit tight while wearing, but later u get use to it. Bass is awesome, battery backup is best. Best Bluetooth headphones at this price. I got it for Rs 999. I liked it very much.READ MORE",5
"very nice product , if we talk about sound, bass, design everything is good but the mic is not good. other person on the call is not able to get your voice clearly. you have to put your mobile close to your mouth when you are talking with some one. But sound, bass is too good...READ MORE",4
"1. The price of headphones was fluctuating based on search demand. The headphones was available at 2 different prices from 2 different sellers.2. The headphones is light and doesn’t feel heavy on head n ears.3. The sound & bass quality is very good.4. Connects to Bluetooth of iPhone instantly. The microphone works pretty well.5. The quality of power onoff, volume updown could have been improved as it doesn’t come with good quality.6. I was listening to music over headphones and was try...READ MORE",4
"great product. sound quality is good. exatra bass is awsome. bit tight. but worth of money ( and don't forgot to like ,subscribe and press that bell icon to get notification of our latest video.)  (lol)READ MORE",5
awesome product by boat bass is also good look wise goodREAD MORE,5
Amazing sound with super bass..... beautiful product in very low price...noise free sound..READ MORE,5
excellent base and excellent sound quality....but build quality should be improved. overall if you are searching for a wireless headphone with good base then this is the perfect product for you. go for it..👍READ MORE,5
Superb bass... nice battery backup... bargain buy at this price.... Nice to have this..READ MORE,5
if you connect the headphones with bluetooth when they are going to create a problem of bass otherwise it's look is pretty nice and with aux connectivity it is better and I must say that I got a nice product in rupees 999 the size of the headphones is precisely small for adult and perfect for the teenagers its battery backup is pretty nice but it create a problem in the Bluetooth connectivity sometimesREAD MORE,3
"it's awesome , sound quality is superb ,bass is awesome ,build quality is very good.battery backup is superb .READ MORE",5
"good sound ,reasonable battery backup ,only issue on feeling pain on ear due to its on the ear headphone..if it a over the ear then it is excellent product...good connecting speed , range 8 to 10 feet ..thats only small draw back...otherwise excellent and reasonable price..READ MORE",4
I am a big lover of boAt rockerz. I  just love it. nice quality. worth if money. should buy it.🔥❤️❤️❤️🔥❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️READ MORE,5
best product for best price .. this product is suitable for those who prefer costly product at low costREAD MORE,5
outstanding product...dashing bass...your ears really vibrates with that bass..it's a worth buying at 999 good bass and fitting is good for me..some say sweat and tight..but I felt it was good fitting..good colorREAD MORE,5
Those who said it is tight I would say that they rather may don't know that it is adjustable and highly compatible for any age and size. I just simply fell in love with my new boAt Rokerz 400. I wish I had enough time to post some pictures but I am totally running out of time.READ MORE,4
"Best headphone in this range, even better than jbl and sony extraa base( i have that also).. Thanks to my gf for giving me such a nice gift.READ MORE",5
Amazing sound and Build Quality. Bass is above my expectation. Too Attractive. thanks for 3.5mm jack aux. Adjustable and perfect fit for each member in my small family. Slightly heavy{can be ignored}. Overall VALUE FOR MONEY.looks like a Dedicated product by Boat.READ MORE,5
"The sound quality of this headphone is quite impressive but the design is not so good, it is not comfortable for my head and ears, after using one or two hours it may give you a headache, but I bought this product in just 999, so at this amount you can't find better product than it...overall the product is good and i'm happy with it..READ MORE",5
Too cool bro! A must buy product. Boat rockerz 400 had rocked on! Too cool bass and a great sound. It worths your buy. Better than JBL.READ MORE,5
good product in this price range and bass could be a little bit higher apart from that the product is really good and recommend for people who want a good sound quality in this price  range of Bluetooth headsetREAD MORE,5
good looks and sound quality but not comfortable when it's on you for more than 10 mins.. everything else is just fineREAD MORE,4
First of all my dad won't trust online shopping .......... for the first time he trusted on Flipkart thank you for ur delivery.....and regarding the headphones they really rocks especially for the bass lovers excellent quality worthy product everyone should have it who loves quality soundREAD MORE,5
"i got this headphone in just 999 in sell, value for money product, one thing is better and it is aux facility, you can use this headphone without bettery as a wired headphone. all and all good product. bass is good but you have to set equilizer in your mobile. sound quality is depand on your mobile also,you can take chance if you want to go Bluetooth headphones in under 1000 rupees.bass - 55battery - 55 ( for one week)calling - 35performance -55due to sound system, battery backup, ba...READ MORE",5
"Reviewing after 5 days of use.I used this earlier as my friend is having same. This is worth buying in 999- only. Excellent sound, excellent Bass, excellent build quality.READ MORE",5
I love it ....so so so nice product ...... and also the delivery boy also so good person ....... lovely product 😘😘😘😘READ MORE,5
best headphones of my life its so good its sound quality is so good and bass is so rareREAD MORE,5
Just received the Boat Rockerz 400....an excellent product at the price because the quality of sound and bass are excellent. The build of the product is also super good given that it is quite flexible and can adjust to any size of the head plus it's foldable too... A must order at this priceREAD MORE,5
pros...sound quality awesome 👍            super bass 💨            nicely designed 🎧            good battery back-up🔋cons...very tight on ears👂             mic is not responsive🎙️READ MORE,5
Got it for 999 worth of itGood battery life Good sound and bass I bought this as the third product of boatI really love boatREAD MORE,5
"Great with Bluetooth and good with the AUX cable. So light weight, if wore for more than an hour, ear starts little itching and hurting. But gets better with time. Totally worth it if you bought under 1000...READ MORE",5
"overall sound quality is good and the bass is awesome, it's quiet worth of money but boat could make some more flexible material cause after 10 mins of is its a bit pain for ears and our ears start to sweat...READ MORE",4
Sound Quality is very awesome its strong and light weight and built Quality is also good and looks very nice and sober..I found bass little lesser than i was thinking although its a nice Bluetooth in this range i bought it in 999- i was using Boat 510 also but this one is much more easy usable than that..READ MORE,5
"the bass is exceptionally good but the balance between bass,tremble and vocals are not upto the mark.I mean you'll love it but its not pleasent if you hear for a an hour,unlike some Sennheiser ones.But if you consider the price(in my case which is 999) its the best bluetooth headset option you can have.READ MORE",4
this is an awesome product at this price. i bought it on january and its may by now and its an still in condition eith no faults. if u r a bgm lover go for this one. but if u r a gamer i wont support it. thnx flipkart💓READ MORE,5
almost everything is good and highly just like that jbl but its still very nice and very extream product and cheapest price long life battery performance superb bass and low light weightREAD MORE,5
"Talking about the looks, its pretty cool yet general. The bass is best in this price. Only one issue, when you use it while calling someone, the voice is usually not clear. Even the person on the other side rarely hears my voice..READ MORE",4
for desgin i've given 3 as i can feel its hardness on my ears. otherwise sound quality is awesome. I really feel that vibration of  super extra bass. sound is cool. If your looking for comfort then you should go for other one. But if you are looking for Sound and Bass then this is the best product in worth price. Thanks FlipkartREAD MORE,4
Nice product perfect durability impressive nice work boAtREAD MORE,5
Super awesome product and Super awesome delivery by flipkart within 12 hours ☺ I ordered it on 12 AM and got it at 12 PM same day.READ MORE,5
Yeah it's a good Piece I like itIt have a good soundAnd nice bass alsoBattery life is also longNice....READ MORE,5
"Comfy,compact stylish cool, clear n beautiful bass with balanced treble. Best headphone in this price segment.  dont want to say much things just give it a try. ...READ MORE",5
Nice sound quality and awesome bass ..bt the mic is not seemed satisfactory to me ...bt moreover it's a grt product... ❤️READ MORE,5
"Battery life is good, they should've worked on build quality a bit more but all over a good bluetooth headphone, i recommend you guys. A money worth productREAD MORE",4
it is really good product ?. the best thing in this headphones is it's bass quleality.overall this product is best in this prise rangeREAD MORE,5
"This headphone is so pretty in look, amazing bass quality, a very good battery life, everything is worth it in this price..simply awesome product.READ MORE",5
"This headphone is good to listen music, but it is not good for calls, call quality is very poor, call receiver can't able to get our voice clearly when making calls through this headphone.READ MORE",4
very good product amazing sounds good quality and fast Bluetooth connect phone 👍READ MORE,5
awesome headphones worth for it .its bass is superb .treble is good.i got it for rs.1199.i recommend this headphone.READ MORE,5
superb product i am so happy  Good bass & Good sound Baterry backup okREAD MORE,4
Great sound. Worth for money. Good build quality. Buttons are soft and handy. Good product.READ MORE,5
Just great Headphones at this price. I would say just go for it becoz it has great bass and sound quality is also good. But the buttons won't work while plugged is my only con.READ MORE,5
"I tried Intex Joggers, level 2 and few others however the quality and satisfaction I got with this model, I can't explain. this is simply superb. superb clarity in sound. rich bass. value for money. once you get it, you will start loving it from the very first day.READ MORE",5
After 1 year my review is  This headphone Bass and sound Is too good and Battery life is Too Good. boAt Improve this headphone Lock system after 1 year my head phone lock is broken and tottly good but improve a lock systemREAD MORE,5
"The product was so good, worth for the money, the bass was excellent, very efficient, light weight, sleek design and good range of connectivity. But a lil dissaponitment is tat the  ear cushions are not tat soft.READ MORE",5
A very descent produ8for its price and I must add that the aux cable is really thoughtful and innovative and works fine as well.READ MORE,4
the product is really good like every thing  built quality And sound..everything is good but I think it need more some bass.. if the laptop users wants to take then they can take blindly if cause it's has lot of different with high bass and quality I love this productREAD MORE,5
nice product nice sound nice audio and nice delivery by Flipkart thank youREAD MORE,5
amazing sound Quality and the  Bass is so Amazing like crystal clear soundREAD MORE,5
"sound quality is good to super,,,,,cost is not comfertable but all thinks is good ,,,,,,i love it, and i am always happy with flipkart ,,thnx flipkart i love your quality ,,,READ MORE",5
Everything is perfect except it's design..  The way it is built provides a good noise cancellation but it is way too tight so when you use for more than an hour your ear starts feeling an ache..  It's the only thing needs to be improved otherwise I've been using these since 5 months and I dont have any other complaint yet..  Overall I am really happy with the product..READ MORE,5
"This one is best at that price of 1400- , call quality is also very good , Bluetooth connection also very nice. I liked it very much.READ MORE",5
"Over all the product is very good,I loved it bass,but the blue one is not comfortable the better choice is to select black and red oneREAD MORE",5
"I got this for 999rs and its very awesome in this range. Its worth every penny. Good bass, on high volume the song is audible outside headphones. It's very itchy and sweaty during summer. The outer material which covers ear is not that good. The build quality is good and you can adjust accordingly by pushing the buds up down.READ MORE",5
"okk i have been using these for almost 5 months now and here is my review for these headphones -                 Superb sound quality, Bass is osm, minimal design, a little tight for sometime but adjusts after a week or so..,minimal controler keys, soft cushions,nice battery backup,decent charging  speed, i didnt find the mic that good but overall its a beast in this proce rangeREAD MORE",4
even though it is little tight on your head it provide super bass and clarity . very good backup. over all fabulous productREAD MORE,5
I am writing this review after 1 week of usage.The product is good for first time users. Sounds is good and built quality is okay. If you are thinking to play PUBG then you won't be able to play. The Bluetooth lags while playing. You can play the game using aux cable. I bought for 1500.The headphones are tight and need to be adjusted after every 20 to 30 mins. At last it is good for normal usage.READ MORE,4
"Nice headphones in budget. The sound quality and bass is superb and is design is also very impressive. But the only thing which should be noted down that these headphones are really fit on ears. When you hear songs for half and hour, you feel pain in your ear. Because of that pain, mood goes off. This thing should be fixed. After all, these headphones are good 🎧🎧👍READ MORE",4
good headphones at this range...must buy product....use a phone with good audio output to get best results...just loved itREAD MORE,5
"The product comes with a wireless headset, a USB cable for charging, and also standard two end male pins in case you want to go wired.Instruction notebook is clear and on point. The product is good I have been using it for a couple of days and until now it has worked well. The bass is the best, you can literally feel it.  Bluetooth pairing is seamless for android but for windows, you may encounter a problem if you are using windows 8.1. The range from mobile to headset is good but the range...READ MORE",4
whooo .. a good one with a sleeky design over the head which you can connect via Bluetooth and a aux cable.. calls can be connected when you connect via aux cable (with low voice) this can be improved.. overall it's a good one and the battery lasts for more than 5 hours if you charge it for 2 hours.READ MORE,5
NICE PRODUCTS AT NICE PRICES....FAST DELIVERY BY FLIPKART.. AWESOME SOUND QUALITY. AWESOME BASS...A MUST BUY PRODUCT..IF U LIKE MY REVIEW THEN HIT A LIKE..READ MORE,5
sound quality good and bass quality good when play via bluetooth. But sound and deep bass quality excellent when play via 3.5mm audio jack....READ MORE,4
"The product is wonderful. The red black colour gives a classy look to it. The sound,clarity and bass are worth 5 star rating. It is very comfortable and the in built controls are very nice. Mic is okay okay worth 3.5 stars.READ MORE",4
"okay only the sound quality is good how ever you cannot keep the headphones more than an hour your ears will start paining and calls are not clear the other person on the phone cannot hear you,  you have to drag the headset and speak if you are looking for headset only to listen songs then this can b good for only an hour but i would better suggest to take something elseREAD MORE",2
